Date,Open,High,Low,Close,Volume,Returns,Returns_VIX,Returns_SP500,Returns_Nasdaq,ES,MS,IV,MF,SF,MFCST,EFCST
2012-01-03,12.347437150854851,12.440932362972315,12.335372940766996,12.402628898620604,302220800,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2012-01-04,12.36553046390176,12.50667928998412,12.343815693541451,12.469280242919922,260022000,0.5373969087048236,-3.265128525989802,0.018792399994027598,-0.013586309056090595,1,0,-2,0,0,0,0
2012-01-05,12.514822658659217,12.623397319549673,12.446057471885156,12.607714653015137,271269600,1.110203695789247,-3.3303321061464386,0.2943716919978634,0.8118231331059267,1,0,-2,0,1,0,0
2012-01-06,12.660192287249902,12.750068223141904,12.643604403492422,12.73951244354248,318292800,1.045374155068024,-3.957171320224484,-0.2536961462655807,0.16329931553829002,1,0,-2,0,0,0,0
2012-01-09,12.833007223932196,12.900866375855548,12.70784308797008,12.719304084777832,394024400,-0.15862741101125843,2.13281896246702,0.22615979258335805,0.08750543770750241,0,0,1,0,0,0,1
2012-01-10,12.845372421248692,12.848087270663529,12.712367349842786,12.764845848083496,258196400,0.358052319546065,-1.8035081455646473,0.8885769748331329,0.9691522266785491,0,1,-1,1,1,0,1
2012-01-11,12.74795809366366,12.753085785482428,12.646319945304308,12.744037628173828,215084800,-0.16301191692645878,1.7399646868560437,0.030959725997448118,0.305643284574475,0,0,1,0,0,0,1
2012-01-12,12.735891682521371,12.754590397856871,12.629427070044333,12.709049224853516,212587200,-0.27454723801946246,-2.755344155475825,0.2336608362904613,0.5142447636836467,0,0,-2,0,1,0,1
2012-01-13,12.658082438120903,12.68070162244159,12.62671549405902,12.661398887634276,226021600,-0.3749323523435266,2.1494897353052878,-0.49479229484272746,-0.5149201581201912,0,0,1,0,-1,0,1
2012-01-17,12.793795781903643,12.847782694611151,12.756397553136608,12.808876037597656,242897200,1.1647776937776966,6.169301410525829,0.3552954600872571,0.642282415483364,1,0,2,0,1,0,1
2012-01-18,12.877042981202944,12.952743885489983,12.857137840077606,12.941886901855469,276791200,1.0384272895403779,-5.900906884102108,1.1107929092462498,1.5259773034636215,1,1,-2,1,1,0,1
2012-01-19,12.973252059566102,13.010046286532168,12.863470173058356,12.90086841583252,261738400,-0.3169436291169281,-4.882712207835082,0.4938656879440728,0.6722767889095982,0,0,-2,0,1,0,1
2012-01-20,12.893023844784658,12.893325047268062,12.659586282666822,12.67617416381836,413974400,-1.7416986575756854,-8.002013515009166,0.06694597815233294,-0.05846248139392829,-1,0,-2,0,0,0,1
2012-01-23,12.747656846029855,12.921981454808108,12.736497854732596,12.89061450958252,306062400,1.6916803366132216,2.1334757932112813,0.047134296924533636,-0.090789440600203,1,0,1,0,0,0,1
2012-01-24,12.82094392440956,12.82094392440956,12.653556662224837,12.67949390411377,547638000,-1.6377854237422773,1.285483503681939,-0.102581731454221,0.08871479731602516,-1,0,1,0,0,0,1
2012-01-25,13.705831738240592,13.706132940744032,13.382820240701957,13.47118854522705,958314000,6.243897801444764,-3.1729264215294983,0.8679141952454561,1.1365001304967537,2,1,-2,1,1,0,1
2012-01-26,13.522462397208656,13.53543021364606,13.365028499031467,13.409966468811035,323985200,-0.4544667770811306,1.419990368462054,-0.5753890884025226,-0.46233483988544766,0,-1,1,-1,0,0,1
2012-01-27,13.401218825425728,13.526080964106551,13.38402853678962,13.48988914489746,299709200,0.5959946005257288,-0.21539584725926986,-0.15928775670267514,0.4017431205994404,1,0,0,0,0,0,1
2012-01-30,13.442538439261192,13.689547883803233,13.432887877412837,13.662705421447754,379341200,1.2810800347878404,4.695083106563347,-0.2522123175721869,-0.1636792296232481,1,0,2,0,0,0,1
2012-01-31,13.740516319181529,13.82043968559072,13.664513417783215,13.767358779907228,391683600,0.7659782980842911,0.206190290277819,-0.04569466961219515,0.06757422007472869,1,0,0,0,0,0,1
2012-02-01,13.825566266675931,13.843058560890997,13.739309605552087,13.758610725402832,270046000,-0.06354199555810291,-4.578195846434497,0.8899605562620927,1.223592335214585,0,1,-2,1,1,0,1
2012-02-02,13.749865646901675,13.78816829780058,13.6919590614321,13.726341247558594,186796400,-0.2345402343905123,-3.0727747615505674,0.10951470667548424,0.400590956304514,0,0,-2,0,0,0,1
2012-02-03,13.792090998689703,13.873521987194884,13.739612498877868,13.86387062072754,286599600,1.0019375934822383,-4.894322487046898,1.4605356896842503,1.6078715649261888,1,1,-2,1,1,0,1
2012-02-06,13.824665563417616,14.023720205192308,13.819237474029348,13.993258476257324,249412800,0.9332736799803953,3.8596481443784914,-0.04238741534883239,-0.12630252631099514,1,0,2,0,0,0,1
2012-02-07,14.031864988756514,14.167584951309646,14.01165703192961,14.139837265014648,316223600,1.0474957566604548,-0.6193727980514097,0.202338180532724,0.07202257408394086,1,0,-1,0,0,0,1
2012-02-08,14.190198942467278,14.379903362959944,14.166070528439242,14.3765869140625,407890000,1.6743449348856965,2.8895197728299182,0.21602108339675574,0.4056372062743119,1,0,2,0,0,0,1
2012-02-09,14.499643425548747,14.981899389009175,14.493611320035969,14.873927116394045,884214800,3.459376034829731,2.5881019675309647,0.14741105602813498,0.3899320484523461,2,0,2,0,0,0,1
2012-02-10,14.807265843419191,15.008129203931516,14.734579416492927,14.881458282470703,631302000,0.05063333992243457,11.594212839845675,-0.6886302644093845,-0.7976857920986014,0,-1,2,-1,-1,0,1
2012-02-13,15.065736486250916,15.195424280578589,14.99214644269134,15.15832805633545,517216000,1.8605016296748156,-8.417508046827383,0.6800039312997219,0.9473535709397352,1,1,-2,1,1,0,1
2012-02-14,15.220458524767404,15.36824103842229,15.140233961741696,15.365225791931152,460398400,1.3649113202113927,2.626050293895954,-0.09395233752043097,0.015016274293278009,1,0,2,0,0,0,1
2012-02-15,15.51000396130077,15.872825991765168,14.98612706514518,15.009653091430664,1506120000,-2.314139117221514,8.188323434773558,-0.5383205872824925,-0.5457342197073167,-1,-1,2,-1,-1,0,1
2012-02-16,14.823558641258476,15.227398800114656,14.676679706637914,15.146570205688477,944552000,0.9121937290874627,-9.082309043178615,1.102570580548079,1.5096908376621476,1,1,-2,1,1,0,1
2012-02-17,15.17371280383682,15.31425842113502,15.088963749895454,15.143855094909668,535805200,-0.017925581448063888,-7.492188752100737,0.23489303072772305,-0.2726512523646085,0,0,-2,0,0,0,1
2012-02-21,15.287409370481171,15.527783393859863,15.204167975847133,15.527783393859863,605595200,2.535208482543161,2.3059608075271854,0.0719922777789872,-0.10874661748642156,2,0,1,0,0,0,0
2012-02-22,15.474408172737183,15.547093026299969,15.353466478046425,15.473201751708984,483302400,-0.351509553980911,0.0,-0.33401068031253534,-0.5222920306229617,0,0,0,0,-1,0,0
2012-02-23,15.534726837469403,15.617667070983462,15.366435139214316,15.574235916137695,568027600,0.6529622378739441,-7.641568203335314,0.42720022772981814,0.8117517644027128,1,0,-2,0,1,0,0
2012-02-24,15.67316376512332,15.77057945781915,15.642099627402889,15.7558012008667,415072000,1.165805409052978,3.035715785967308,0.16722378083675604,0.22895046892326132,1,0,2,0,0,0,0
2012-02-27,15.722620204347912,15.93946991258484,15.570917218976252,15.85683250427246,547582000,0.6412324077826215,5.083772936253683,0.13545591394890089,0.08131293494306746,1,0,2,0,0,0,1
2012-02-28,15.923187953545408,16.147878646850586,15.859550449052191,16.147878646850586,600387200,1.8354620476675132,-1.2644389380545795,0.33563334079245166,0.694503946741043,1,0,-1,0,1,0,1
2012-02-29,16.333354157411613,16.515821641676233,16.156617573441945,16.359893798828125,952011200,1.3129597801311732,2.6169334335293115,-0.47369876733168725,-0.6652733102938235,1,0,2,0,-1,0,1
2012-03-01,16.532715024015328,16.533923055647847,16.249212549787117,16.421123504638672,683270000,0.37426713500385844,-6.348345398374022,0.6158039788692005,0.7442162980242362,0,1,-2,1,1,0,1
2012-03-02,16.414183414251788,16.491391111355906,16.362307328370527,16.442533493041992,431712400,0.13038077691378547,0.17381625867713968,-0.3245756135652589,-0.42757302422374854,0,0,0,0,0,0,1
2012-03-05,16.449774289159603,16.51190254267721,15.864069086341118,16.080015182495117,809124400,-2.2047594472000442,4.3955944551204995,-0.3869693865664492,-0.8638548427239212,-1,0,2,0,-1,0,1
2012-03-06,15.79350001786808,16.096002453829634,15.569110528358957,15.992554664611816,810238800,-0.543908179754149,15.62327823473133,-1.5370160722531612,-1.361131489629519,-1,-1,2,-1,-1,0,1
2012-03-07,16.189792350800822,16.219348847155757,15.782634298397898,16.005516052246094,798520800,0.08104638630974659,-8.624825452931306,0.6900622046460692,0.8717210633528927,0,1,-2,1,1,0,1
2012-03-08,16.126164705435045,16.376491469666565,16.048654155881277,16.346332550048828,516457200,2.129369004349635,-5.87309360151036,0.9817931917032618,1.1830261765353178,1,1,-2,1,1,0,1
2012-03-09,16.4132818457717,16.519746474176372,16.380106077196995,16.442235946655273,418919200,0.5866967181342497,-4.67966638933075,0.36312500921620305,0.6032872956330593,1,0,-2,0,1,0,1
2012-03-12,16.557139928516595,16.648223876953125,16.497422915160314,16.648223876953125,407282400,1.252797557255314,-8.591468232557853,0.016046065922270536,-0.15661456338972313,1,0,-2,0,0,0,0
2012-03-13,16.815311572836038,17.13621144075794,16.761323841265803,17.133798599243164,690855200,2.9166758320822606,-5.37084484749718,1.8131549330308916,1.8842620258077147,2,1,-2,1,1,0,0
2012-03-14,17.433894764113813,17.936658277155004,17.35396976850092,17.78163719177246,1418844000,3.78105642351787,3.4459474480352137,-0.11962619960680376,0.027964843645844617,2,0,2,0,0,0,0
2012-03-15,18.084136118159844,18.096200326877504,17.44897083090834,17.660390853881836,1159718000,-0.6818626236887004,0.7184823883891189,0.5967198922915307,0.5143546720429049,-1,1,1,1,1,0,0
2012-03-16,17.635056173887843,17.77017209132106,17.43238229773802,17.66069221496582,825487600,0.0017064236373709463,-6.160828823377418,0.11193985360786751,-0.03632110573363878,0,0,-2,0,0,0,0
2012-03-19,18.046735990497947,18.149278527888143,17.76564641213099,18.12907218933105,901236000,2.6521042814410256,3.939182337978342,0.39738463861609397,0.7547658307326621,2,0,2,0,1,0,1
2012-03-20,18.081120197534457,18.30400040512962,17.83893725671036,18.27565193176269,816662000,0.8085341649083588,3.5904252873847575,-0.3000518154814724,-0.1354688896222367,1,0,2,0,0,0,1
2012-03-21,18.17853750632907,18.386942293578905,18.138426023592142,18.17129898071289,644042000,-0.5709944107024634,-2.888317146782715,-0.18711970276237277,0.03806470252907257,-1,0,-2,0,0,0,1
2012-03-22,18.028940271492583,18.23161571943629,17.961081123261888,18.075990676879883,623870800,-0.5244991232281615,2.908126748547346,-0.72065416718331,-0.39020328724358455,-1,-1,2,-1,0,0,1
2012-03-23,18.110677993557125,18.150187070420188,17.927004033675942,17.976768493652344,430488800,-0.5489169860794951,-4.816955778421206,0.3108858515779689,0.15015908925535282,-1,0,-2,0,0,0,1
2012-03-26,18.089560162050415,18.311538331405327,17.95293826367396,18.30640983581543,595742000,1.8337074445804014,-3.7786739370713973,1.3885824750712539,1.7813420127007262,1,1,-2,1,1,0,0
2012-03-27,18.282285180105543,18.58689916967753,18.27866591787472,18.532611846923828,607129600,1.2356437615957283,9.326787534072455,-0.2816775177631903,-0.07109434390663028,1,0,2,0,0,0,0
2012-03-28,18.65023399750183,18.74282558231096,18.40684465061564,18.6273136138916,655460400,0.5110006498274089,-0.7697234405681708,-0.494150905632218,-0.4932182683702657,1,0,-1,0,0,0,0
2012-03-29,18.481337585716656,18.59534191644641,18.31395115677916,18.39327049255371,608238400,-1.2564512854035481,0.06463655484758579,-0.1607929836799582,-0.3091780131273092,-1,0,0,0,0,0,0
2012-03-30,18.360399645590707,18.41438577036697,18.03376885270936,18.08232688903809,731038000,-1.6905291728379845,0.12920192735859093,0.3698436019823115,-0.12244258926166207,-1,0,0,0,0,0,0
2012-04-02,18.151094133682932,18.66200136187305,18.107361773825595,18.65777969360352,598351600,3.182404610295375,0.9032280214371191,0.7504645877610239,0.9098898679475109,2,1,1,1,1,0,-1
2012-04-03,18.919268711703573,19.06735572420019,18.77480418467128,18.98019218444824,834559600,1.7280324676320014,0.127874064260447,-0.3988635996082901,-0.19648949926089898,1,0,0,0,0,0,-1
2012-04-04,18.83029081725344,18.875831997862264,18.60861540795622,18.829084396362305,572980800,-0.7961341308743264,4.980847345119277,-1.0202524371008104,-1.460702006706871,-1,-1,2,-1,-1,0,-1
2012-04-05,18.909607648831464,19.141235577165308,18.80163541874259,19.11167907714844,641298000,1.5008413305573898,1.581509856664609,-0.06290422223540482,0.40448330244131636,1,0,1,0,0,0,-1
